0  100  200
4138  300  600
4139  300  400
4140  200  600
4141  500  400
4142  300  700
4143  500  400
4144  400  800
4145  400  300
4146  200  400
4147  300  400
4148  300  400
4149  300  200
4150  200  300
4151  200  300
4152  300  600
4153  400  600
4154  400  400
4155  300  400
4156  200  500
4157  400  500
4158  300  400
4159  300  400
4160  300  500
4161  300  300
4162  200  300
4163  200  400
4164  300  400
4165  200  700
4166  400  900
4167  300  1300
4168  500  600
4169  400  300
4170  300  300
4171  300  400
4172  300  400
4173  200  300
4174  300  600
4175  300  200
4176  200  400
4177  300  500
4178  300  400
4179  300  400
4180  200  500
4181  300  300
4182  200  400
4183  300  300
4184  200  600
4185  300  400
4186  300  200
4187  200  300
4188  200  400
4189  200  400
4190  300  300
4191  200  500
4192  300  400
4193  300  400
4194  200  300
4195  200  500
4196  200  600
4197  300  300
4198  300  300
4199  200  400
4200  300  500
4201  300  400
4202  300  400
4203  200  400
4204  300  600
4205  300  300
4206  200  400
4207  300  300
4208  300  300
4209  200  400
4210  400  400
4211  300  300
4212  200  400
4213  300  400
4214  300  400
4215  300  300
4216  300  400
4217  200  400
4218  200  500
4219  300  300
4220  300  300
4221  300  500
4222  300  400
4223  500  500
4224  200  600
4225  300  500
4226  300  300
4227  200  500
4228  300  500
4229  300  400
4230  300  300
4231  300  400
4232  300  500
4233  400  300
4234  200  400
4235  200  600
4236  400  400
4237  300  400
4238  300  300
4239  300  400
4240  200  400
4241  200  400
4242  300  300
4243  200  400
4244  200  300
4245  300  300
4246  200  300
4247  200  400
4248  200  300
4249  300  300
4250  200  400
4251  200  400
4252  300  400
4253  300  400
4254  200  500
4255  300  400
4256  300  400
4257  200  400
4258  300  300
4259  200  400
4260  200  600
4261  400  300
4262  100  500
4263  300  200
4264  200  500
4265  300  400
4266  200  400
4267  300  200
4268  200  400
4269  200  500
4270  300  500
4271  300  400
4272  300  300
4273  300  400
4274  300  500
4275  400  400
4276  300  400
4277  200  500
4278  300  400
4279  300  300
4280  200  600
4281  300  400
4282  200  400
4283  300  300
4284  200  500
4285  300  300
4286  200  500
4287  300  400
4288  200  200
4289  200  400
4290  200  400
4291  200  400
4292  200  400
4293  200  500
4294  200  300
4295  300  500
4296  200  300
4297  200  400
4298  300  400
4299  200  500
4300  300  300
4301  300  500
4302  300  400
4303  300  600
4304  300  400
4305  200  300
4306  200  400
4307  700  900
4308  300  500
4309  300  600
4310  200  400
4311  200  500
4312  300  400
4313  200  300
4314  200  300
4315  200  300
4316  200  500
4317  300  300
4318  200  600
4319  300  300
4320  200  600
4321  300  300
4322  200  500
4323  300  400
4324  300  400
4325  300  500
4326  400  400
4327  200  400
4328  300  300
4329  200  500
4330  200  400
4331  300  400
4332  300  500
4333  300  300
4334  200  400
4335  200  400
4336  300  500
4337  300  500
4338  300  400
4339  300  300
4340  200  400
4341  300  300
4342  300  500
4343  200  600
4344  300  500
4345  200  500
4346  300  300
4347  200  600
4348  300  400
4349  200  400
4350  200  300
4351  300  400
4352  200  400
4353  100  400
4354  200  300
4355  200  400
4356  200  300
4357  200  400
4358  200  200
4359  100  400
4360  200  300
4361  300  300
4362  200  400
4363  300  500
4364  300  200
4365  200  300
4366  200  600
4367  300  400
4368  300  500
4369  300  400
4370  400  400
4371  200  600
4372  400  300
4373  300  300
4374  300  500
4375  300  300
4376  200  500
4377  300  200
4378  200  300
4379  200  400
4380  300  400
4381  300  400
4382  300  500
4383  300  500
4384  200  400
4385  200  400
4386  300  300
4387  200  300
4388  300  400
4389  300  400
4390  300  200
4391  200  400
4392  200  500
4393  300  400
4394  300  300
4395  200  400
4396  300  400
4397  300  300
4398  300  300
4399  200  600
4400  400  400
4401  200  500
4402  300  500
4403  300  600
4404  300  400
4405  300  400
4406  200  300
4407  300  300
4408  200  400
4409  300  300
4410  200  400
4411  300  500
4412  400  200
4413  100  400
4414  200  500
4415  400  400
4416  300  400
4417  300  500
4418  300  200
4419  200  400
4420  200  400
4421  300  500
4422  400  600
4423  200  300
4424  200  400
4425  300  400
4426  300  400
4427  300  400
4428  300  400
4429  300  400
4430  300  400
4431  200  300
4432  200  500
4433  200  300
4434  200  500
4435  300  300
4436  200  600
4437  400  300
4438  200  400
4439  200  400
4440  300  400
4441  200  400
4442  300  400
4443  300  300
4444  200  300
4445  200  300
4446  200  400
4447  200  400
4448  300  300
4449  200  400
4450  200  600
4451  200  500
4452  400  400
4453  300  500
4454  200  400
4455  300  200
4456  100  300
4457  200  400
4458  200  400
4459  200  300
4460  300  400
4461  300  300
4462  200  400
4463  300  400
4464  300  400
4465  300  200
4466  200  400
4467  200  400
4468  200  400
4469  400  500
4470  300  500
4471  300  400
4472  300  400
4473  300  300
4474  200  600
4475  400  300
4476  200  400
4477  200  300
4478  200  400
4479  200  400
4480  200  500
4481  300  500
4482  300  400
4483  200  400
4484  200  300
4485  300  600
4486  300  400
4487  200  500
4488  300  600
4489  300  500
4490  400  500
4491  300  400
4492  300  300
4493  300  300
4494  300  200
4495  200  300
4496  300  400
4497  300  500
4498  300  300
4499  300  400
4500  200  400
4501  300  300
4502  300  300
4503  300  600
4504  300  300
4505  300  400
4506  200  500
4507  300  500
4508  300  400
4509  300  500
4510  200  400
4511  300  300
4512  300  400
4513  200  500
4514  200  500
4515  300  300
4516  300  300
4517  200  400
4518  200  400
4519  200  400
4520  300  300
4521  200  400
4522  200  300
4523  200  500
4524  300  600
4525  400  200
4526  200  400
4527  300  400
4528  200  300
4529  200  400
4530  300  300
4531  300  300
4532  200  400
4533  200  400
4534  200  400
4535  200  400
4536  200  300
4537  300  500
4538  300  300
4539  200  500
4540  300  400
4541  200  500
4542  300  400
4543  300  400
4544  300  600
4545  300  400
4546  300  500
4547  200  500
4548  500  700
4549  300  400
4550  300  400
4551  200  700
4552  400  400
4553  200  400
4554  300  500
4555  300  600
4556  400  400
4557  300  400
4558  300  400
4559  300  400
4560  200  400
4561  300  200
4562  200  400
4563  300  200
4564  300  400
4565  300  300
4566  200  400
4567  300  400
4568  400  300
4569  200  400
4570  300  400
4571  300  600
4572  400  400
4573  300  400
4574  300  400
4575  200  500
4576  300  400
4577  300  500
4578  300  400
4579  300  400
4580  200  400
4581  200  600
4582  400  200
4583  100  400
4584  200  400
4585  200  400
4586  300  500
4587  200  300
4588  200  300
4589  200  300
4590  200  200
4591  200  500
4592  300  400
4593  300  400
4594  300  600
4595  400  400
4596  200  400
4597  200  300
4598  200  200
4599  200  500
4600  400  400
4601  200  500
4602  300  300
4603  200  400
4604  200  500
4605  200  400
4606  300  300
4607  200  300
4608  200  600
4609  300  400
4610  300  400
4611  200  300
4612  200  500
4613  300  400
4614  200  300
4615  200  300
4616  200  500
4617  300  500
4618  300  500
4619  300  500
4620  300  400
4621  300  400
4622  300  400
4623  300  500
4624  300  300
4625  300  500
4626  200  400
4627  300  500
4628  300  300
4629  300  500
4630  200  400
4631  300  500
4632  300  500
4633  200  300
4634  200  400
4635  300  200
4636  100  500
4637  200  400
4638  300  400
4639  200  400
4640  200  300
4641  200  300
4642  200  400
4643  200  500
4644  200  300
4645  200  500
4646  400  400
4647  200  400
4648  200  400
4649  200  400
4650  300  400
4651  200  400
4652  300  400
4653  300  400
4654  200  500
4655  300  600
4656  400  500
4657  300  400
4658  300  400
4659  200  300
4660  300  200
4661  200  500
4662  300  400
4663  300  300
4664  200  400
4665  200  600
4666  200  300
4667  200  500
4668  300  300
4669  200  300
4670  200  600
4671  400  400
4672  300  200
4673  200  500
4674  300  600
4675  300  400
4676  300  400
4677  200  300
4678  200  400
4679  200  300
4680  200  300
4681  300  500
4682  300  400
4683  300  300
4684  200  200
4685  200  500
4686  300  500
4687  200  400
4688  300  600
4689  300  400
4690  200  400
4691  200  300
4692  200  500
4693  300  400
4694  200  500
4695  300  400
4696  300  300
4697  300  400
4698  300  300
4699  200  600
4700  400  700
4701  400  500
4702  300  600
4703  300  200
4704  100  400
4705  200  300
4706  200  400
4707  200  600
4708  400  400
4709  300  400
4710  200  400
4711  300  300
4712  200  300
4713  200  400
4714  300  300
4715  200  400
4716  300  500
4717  300  500
4718  300  400
4719  300  400
4720  300  400
4721  300  300
4722  200  500
4723  300  400
4724  200  300
4725  200  400
4726  200  600
4727  500  500
4728  300  300
4729  200  400
4730  200  300
4731  200  400
4732  300  600
4733  400  400
4734  300  400
4735  300  300
4736  200  300
4737  200  300
4738  300  200
4739  200  500
4740  300  500
4741  400  200
4742  200  400
4743  200  600
4744  300  400
4745  200  300
4746  300  300
4747  200  300
4748  300  400
4749  200  400
4750  200  400
4751  200  400
4752  200  400
4753  300  400
4754  300  300
4755  200  500
4756  300  400
4757  300  300
4758  200  500
4759  300  400
4760  300  300
4761  200  400
4762  200  400
4763  300  400
4764  300  500
4765  300  500
4766  300  500
4767  300  300
4768  200  400
4769  300  400
4770  200  400
4771  200  500
4772  300  300
4773  200  400
4774  400  500
4775  300  400
4776  300  400
4777  200  400
4778  300  500
4779  300  500
4780  200  400
4781  200  300
4782  200  400
4783  300  300
4784  300  300
4785  200  600
4786  300  200
4787  100  400
4788  200  200
4789  200  500
4790  300  400
4791  300  400
4792  200  600
4793  400  400
4794  200  400
4795  200  600
4796  400  400
4797  300  400
4798  200  500
4799  300  300
4800  300  500
4801  300  400
4802  200  400
4803  300  400
4804  300  500
4805  300  500
4806  400  300
4807  200  500
4808  300  600
4809  400  300
4810  200  400
4811  300  400
4812  200  400
4813  200  500
4814  300  400
4815  200  200
4816  200  400
4817  300  300
4818  200  400
4819  200  400
4820  200  300
4821  300  500
4822  200  400
4823  200  500
4824  300  400
4825  200  500
4826  400  400
4827  300  500
4828  300  300
4829  200  200
4830  200  400
4831  200  500
4832  300  300
4833  200  400
4834  200  600
4835  400  500
4836  300  400
4837  300  300
4838  100  600
4839  400  300
4840  200  300
4841  200  300
4842  200  400
4843  300  400
4844  200  400
4845  200  400
4846  200  400
4847  300  300
4848  200  400
4849  300  200
4850  200  500
4851  300  300
4852  200  400
4853  300  500
4854  200  300
4855  100  500
4856  300  500
4857  300  400
4858  200  300
4859  200  400
4860  200  500
4861  300  400
4862  300  400
4863  200  500
4864  200  500
4865  300  300
4866  200  400
4867  200  400
4868  200  400
4869  200  300
4870  200  300
4871  200  300
4872  200  400
4873  200  500
4874  300  500
4875  400  400
4876  200  500
4877  300  400
4878  200  400
4879  300  500
4880  200  700
4881  300  400
4882  200  500
4883  300  400
4884  200  400
4885  200  300
4886  200  500
4887  300  500
4888  300  400
4889  200  400
4890  200  400
4891  300  300
4892  200  500
4893  400  400
4894  200  400
4895  300  300
4896  200  400
4897  200  400
4898  300  300
4899  200  600
4900  400  300
4901  300  400
4902  300  500
4903  300  300
4904  200  300
4905  300  500
4906  300  200
4907  100  500
4908  400  300
4909  200  300
4910  300  300
4911  200  300
4912  200  300
4913  200  400
4914  200  600
4915  200  500
4916  300  400
4917  300  400
4918  300  400
4919  200  400
4920  200  500
4921  11200  600
4922  400  300
4923  200  500
4924  300  500
4925  300  200
4926  200  600
4927  400  300
4928  300  300
4929  100  400
4930  200  500
4931  300  400
4932  200  300
4933  300  500
4934  300  200
4935  200  300
4936  300  500
4937  400  600
4938  300  400
4939  300  300
4940  200  400
4941  200  400
4942  300  400
4943  200  300
4944  200  400
4945  200  400
4946  200  400
4947  400  300
4948  300  200
4949  200  500
4950  300  500
4951  300  200
4952  200  400
4953  300  500
4954  300  400
4955  300  300
4956  200  500
4957  300  400
4958  300  500
4959  300  400
4960  200  500
4961  200  600
4962  300  300
4963  200  400
4964  300  400
4965  400  300
4966  300  300
4967  300  500
4968  300  400
4969  200  400
4970  300  300
4971  200  400
4972  300  600
4973  300  500
4974  300  400
4975  200  300
4976  300  300
4977  200  300
4978  200  500
4979  300  300
4980  200  400
4981  300  400
4982  200  500
4983  300  500
4984  300  400
4985  300  500
4986  300  400
4987  300  400
4988  300  400
4989  200  400
4990  200  400
4991  300  400
4992  400  600
4993  400  500
4994  300  500
4995  300  600
4996  300  500
4997  400  400
4998  300  500
4999  300  500
5000  300  400
5001  300  600
5002  400  500
5003  300  400
5004  300  300
5005  300  400
5006  200  500
5007  300  400
5008  300  300
5009  200  300
5010  300  300
5011  300  400
5012  300  500
5013  300  400
5014  300  400
5015  300  300
5016  200  400
5017  200  400
5018  300  300
5019  100  300
5020  300  300
5021  200  400
5022  200  600
5023  300  300
5024  300  400
5025  200  400
5026  300  400
5027  300  400
5028  200  500
5029  300  200
5030  200  500
5031  200  500
5032  300  500
5033  400  300
5034  200  400
5035  200  300
5036  300  300
5037  200  400
5038  300  400
5039  200  300
5040  300  400
5041  300  700
5042  500  400
5043  200  600
5044  300  400
5045  200  500
5046  200  500
5047  300  500
5048  200  400
5049  200  500
5050  300  500
5051  300  500
5052  200  300
5053  200  400
5054  200  500
5055  300  300
5056  200  500
5057  300  300
5058  300  500
5059  200  300
5060  200  400
5061  300  500
5062  300  500
5063  300  400
5064  200  700
5065  400  400
5066  200  300
5067  200  700
5068  500  300
5069  200  600
5070  400  300
5071  200  600
5072  300  300
5073  200  500
5074  300  300
5075  300  500
5076  300  200
5077  200  300
5078  300  400
5079  300  400
5080  300  300
5081  200  500
5082  300  400
5083  200  600
5084  300  400
5085  300  300
5086  300  400
5087  200  400
5088  300  400
5089  200  400
5090  200  400
5091  300  400
5092  200  400
5093  200  500
5094  300  500
5095  300  400
5096  300  400
5097  300  500
5098  300  400
5099  300  400
5100  300  300
5101  200  500
5102  400  300
5103  200  500
5104  400  400
5105  300  200
5106  200  300
5107  200  300
5108  200  300
5109  200  500
5110  300  400
5111  200  500
5112  200  500
5113  300  400
5114  200  500
5115  300  400
5116  200  500
5117  400  200
5118  200  200
5119  100  600
5120  400  400
5121  300  400
5122  200  300
5123  200  500
5124  300  400
5125  200  400
5126  300  500
5127  300  500
5128  400  200
5129  200  400
5130  300  400
5131  200  400
5132  200  600
5133  300  400
5134  200  400
5135  300  300
5136  200  400
5137  200  500
5138  300  400
5139  300  300
5140  300  500
5141  300  400
5142  200  400
5143  300  600
5144  400  500
5145  300  400
5146  300  600
5147  300  300
5148  200  400
5149  300  400
5150  200  500
5151  200  400
5152  200  500
5153  200  400
5154  300  300
5155  200  300
5156  200  500
5157  400  300
5158  200  400
5159  200  400
5160  200  300
5161  300  500
5162  300  400
5163  200  600
5164  400  600
5165  400  400
5166  200  500
5167  300  500
5168  300  500
5169  300  300
5170  100  400
5171  200  400
5172  300  500
5173  300  600
5174  300  300
5175  200  300
5176  200  300
5177  100  300
5178  200  400
5179  200  500
5180  300  300
5181  300  500
5182  400  200
5183  200  400
5184  300  400
5185  300  300
5186  300  400
5187  300  400
5188  400  400
5189  200  500
5190  300  500
5191  300  400
5192  300  300
5193  300  400
5194  400  300
5195  300  500
5196  300  400
5197  200  400
5198  300  400
5199  300  500
5200  300  300
5201  200  600
5202  300  500
5203  400  400
5204  300  400
5205  300  500
5206  400  200
5207  200  300
5208  300  600
5209  200  300
5210  200  400
5211  300  300
5212  200  700
5213  400  400
5214  300  400
5215  300  500
5216  400  500
5217  300  500
5218  200  400
5219  300  300
5220  300  400
5221  300  300
5222  200  500
5223  300  500
5224  300  400
5225  200  400
5226  200  600
5227  300  600
5228  400  500
5229  300  700
5230  400  400
5231  200  300
5232  200  500
5233  200  400
5234  200  400
5235  200  500
5236  200  400
5237  200  400
5238  300  400
5239  200  400
5240  300  400
5241  200  400
5242  200  500
5243  300  500
5244  400  300
5245  200  300
5246  200  500
5247  300  400
5248  300  500
5249  300  300
5250  200  400
5251  300  400
5252  200  500
5253  300  300
5254  200  400
5255  200  500
5256  200  500
5257  300  600
5258  300  600
5259  300  400
5260  300  300
5261  300  300
5262  200  700
5263  400  400
5264  300  400
5265  300  400
5266  300  300
5267  300  300
5268  200  500
5269  400  600
5270  300  400
5271  200  400
5272  300  300
5273  200  500
5274  300  500
5275  300  400
5276  300  400
5277  200  500
5278  300  400
5279  300  400
5280  200  400
5281  300  300
5282  200  400
5283  300  400
5284  300  600
5285  300  400
5286  200  500
5287  200  400
5288  200  300
5289  200  600
5290  400  400
5291  300  600
5292  400  400
5293  200  300
5294  300  500
5295  200  400
5296  300  400
5297  200  300
5298  200  500
5299  300  500
5300  300  400
5301  300  300
5302  300  500
5303  200  400
5304  300  400
5305  300  400
5306  300  400
5307  200  500
5308  300  500
5309  300  400
5310  200  400
5311  300  500
5312  300  400
5313  200  500
5314  400  500
5315  300  300
5316  200  400
5317  300  500
5318  300  400
5319  200  600
5320  500  500
5321  200  600
5322  300  600
5323  500  500
5324  300  400
5325  300  400
5326  300  400
5327  300  400
5328  200  300
5329  300  500
5330  300  400
5331  300  400
5332  200  400
5333  300  600
5334  300  500
5335  300  400
5336  300  300
5337  200  300
5338  300  500
5339  200  500
5340  300  400
5341  300  500
5342  400  300
5343  200  400
5344  600  600
5345  400  700
5346  500  500
5347  400  500
5348  300  600
5349  400  400
5350  300  800
5351  500  500
5352  400  400
5353  300  200
5354  300  700
5355  300  500
5356  400  400
5357  200  400
5358  300  700
5359  400  500
5360  400  600
5361  400  600
5362  300  400
5363  400  500
5364  300  600
5365  400  300
5366  200  500
5367  300  400
5368  300  800
5369  400  600
5370  300  500
5371  300  600
5372  400  500
5373  300  500
5374  300  500
5375  400  300
5376  400  600
5377  300  700
5378  300  600
5379  300  500
5380  500  600
5381  300  500
5382  300  600
5383  400  600
5384  300  500
5385  400  400
5386  200  300
5387  100  400
5388  300  400
5389  200  600
5390  300  400
5391  300  500
5392  300  400
5393  200  400
5394  300  400
5395  300  400
5396  300  400
5397  300  200
5398  300  400
5399  200  400
5400  200  500
5401  200  400
5402  200  500
5403  300  500
5404  300  300
5405  200  600
5406  400  300
5407  200  500
5408  300  400
5409  200  300
5410  200  500
5411  400  400
5412  300  400
5413  400  500
5414  200  400
5415  200  500
5416  500  600
5417  400  600
5418  300  500
5419  300  400
5420  300  300
5421  400  400
5422  300  500
5423  300  500
5424  400  800
5425  400  600
5426  400  400
5427  200  500
5428  300  200
5429  300  400
5430  200  400
5431  300  700
5432  300  700
5433  400  400
5434  300  400
5435  400  1200
5436  400  600
5437  300  400
5438  200  400
5439  300  500
5440  300  500
5441  300  400
5442  200  500
5443  300  600
5444  300  300
5445  300  500
5446  200  600
5447  200  400
5448  200  600
5449  300  400
5450  200  500
5451  200  500
5452  300  400
5453  300  400
5454  400  200
5455  300  500
5456  400  400
5457  300  400
5458  200  600
5459  400  400
5460  300  300
5461  200  400
5462  200  500
5463  300  300
5464  200  400
5465  300  400
5466  300  400
5467  300  300
5468  200  400
5469  300  400
5470  400  500
5471  500  400
5472  200  300
5473  200  400
5474  200  500
5475  300  500
5476  300  600
5477  300  400
5478  300  400
5479  200  300
5480  200  500
5481  400  300
5482  300  700
5483  300  500
5484  300  500
5485  400  600
5486  500  600
5487  700  700
5488  300  600
5489  500  500
5490  300  500
5491  300  600
5492  400  500
5493  300  400
5494  400  600
5495  300  600
5496  400  500
5497  400  500
5498  400  600
5499  400  600
5500  400  600
5501  300  400
5502  300  500
5503  400  500
5504  400  500
5505  400  600
5506  300  500
5507  400  600
5508  400  300
5509  300  600
5510  500  900
5511  400  500
5512  400  800
5513  400  600
5514  300  700
5515  500  400
5516  200  700
5517  400  500
5518  400  500
5519  400  500
5520  400  600
5521  400  500
5522  300  400
5523  300  500
5524  300  400
5525  200  400
5526  300  700
5527  400  700
5528  400  500
5529  300  700
5530  400  700
5531  400  800
5532  400  500
5533  300  500
5534  400  700
5535  500  600
5536  500  500
5537  300  600
5538  500  500
5539  300  900
5540  500  600
5541  400  300
5542  300  400
5543  200  300
5544  200  500
5545  400  600
5546  400  500
5547  600  700
5548  400  600
5549  200  400
5550  300  600
5551  500  400
5552  400  600
5553  300  600
5554  400  700
5555  500  700
5556  400  500
5557  300  400
5558  300  800
5559  400  300
5560  200  800
5561  500  400
5562  300  900
5563  500  700
5564  400  600
5565  500  400
5566  300  400
5567  300  900
5568  700  700
5569  400  300
5570  300  600
5571  300  600
5572  500  400
5573  300  600
5574  600  600
5575  400  400
5576  500  600
5577  400  800
5578  600  700
5579  500  700
5580  600  600
5581  500  600
5582  500  800
5583  600  700
5584  600  800
5585  700  800
5586  400  500
5587  300  600
5588  400  300
5589  300  500
5590  400  800
5591  400  600
5592  500  700
5593  500  700
5594  500  400
5595  300  700
5596  400  600
5597  500  800
5598  500  900
5599  600  1100
5600  600  600
5601  400  500
5602  300  700
5603  400  700
5604  400  500
5605  500  900
5606  500  600
5607  500  600
5608  300  300
5609  300  500
5610  300  600
5611  500  1000
5612  500  900
5613  600  900
5614  400  700
5615  500  500
5616  400  700
5617  300  1000
5618  500  600
5619  400  500
5620  500  800
5621  300  500
5622  300  500
5623  200  500
5624  300  400
5625  200  500
5626  300  500
5627  300  400
5628  200  300
5629  200  600
5630  400  400
5631  300  500
5632  400  400
5633  200  600
5634  400  500
5635  300  500
5636  300  400
5637  300  600
5638  300  400
5639  300  500
5640  300  400
5641  300  500
5642  300  500
5643  300  200
5644  200  500
5645  300  400
5646  300  400
5647  200  700
5648  300  300
5649  200  500
5650  300  400
5651  200  500
5652  200  400
5653  300  500
5654  300  300
5655  200  500
5656  300  400
5657  200  400
5658  300  500
5659  300  300
5660  300  500
5661  300  200
5662  200  600
5663  300  700
5664  400  400
5665  400  1200
5666  500  500
5667  200  800
5668  400  300
5669  300  300
5670  200  500
5671  200  500
5672  300  500
5673  300  400
5674  300  400
5675  300  300
5676  300  300
5677  200  800
5678  300  300
5679  300  500
5680  200  400
5681  300  300
5682  200  500
5683  300  500
5684  300  400
5685  200  400
5686  300  600
5687  400  300
5688  200  500
5689  400  500
5690  200  400
5691  200  500
5692  300  300
5693  300  300
5694  200  400
5695  400  400
5696  300  500
5697  300  900
5698  500  500
5699  500  800
5700  500  1000
5701  500  300
5702  200  700
5703  400  500
5704  300  400
5705  200  500
5706  400  400
5707  300  300
5708  300  400
5709  200  500
5710  300  400
5711  300  300
5712  200  400
5713  200  500
5714  700  700
5715  500  400
5716  300  900
5717  600  500
5718  500  800
5719  700  600
5720  500  600
5721  500  1400
5722  500  800
5723  500  500
5724  400  400
5725  400  1100
5726  700  700
5727  600  500
5728  300  900
5729  500  400
5730  300  400
5731  200  600
5732  500  500
5733  300  400
5734  300  400
5735  200  300
5736  100  300
5737  200  500
5738  300  700
5739  400  400
5740  300  400
5741  300  400
5742  300  400
5743  300  500
5744  200  300
5745  200  600
5746  400  400
5747  300  400
5748  200  500
5749  200  500
5750  200  400
5751  200  500
5752  300  400
5753  200  400
5754  200  500
5755  300  400
5756  200  400
5757  300  800
5758  400  600
5759  300  400
5760  300  400
5761  200  400
5762  200  600
5763  200  300
5764  200  400
5765  300  300
5766  200  500
5767  300  400
5768  200  400
5769  300  400
5770  300  400
5771  300  800
5772  400  400
5773  200  300
5774  200  500
5775  300  400
5776  300  200
5777  200  400
5778  300  600
5779  300  500
5780  300  400
5781  300  300
5782  300  400
5783  300  300
5784  200  500
5785  300  300
5786  300  300
5787  300  600
5788  500  600
5789  400  700
5790  500  300
5791  300  600
5792  400  300
5793  200  600
5794  700  600
5795  400  700
5796  500  600
5797  400  600
5798  600  600
5799  500  600
5800  500  500
5801  400  700
5802  500  500
5803  400  400
5804  300  500
5805  300  500
5806  400  500
5807  400  500
5808  300  500
5809  400  400
5810  200  500
5811  300  600
5812  500  800
5813  500  800
5814  600  500
5815  500  500
5816  400  600
5817  300  500
5818  300  400
5819  300  500
5820  400  500
5821  300  300
5822  200  500
5823  200  500
5824  300  400
5825  300  400
5826  200  500
5827  400  600
5828  300  500
5829  300  300
5830  200  300
5831  200  400
5832  200  500
5833  200  600
5834  300  500
5835  300  300
5836  200  400
5837  300  500
5838  300  500
5839  300  400
5840  200  500
5841  300  500
5842  300  400
5843  300  400
5844  300  500
5845  300  600
5846  400  400
5847  300  400
5848  200  200
5849  300  400
5850  500  1300
5851  400  1000
5852  500  800
5853  500  400
5854  300  700
5855  600  900
5856  600  700
5857  500  600
5858  500  500
5859  300  1000
5860  700  700
5861  300  400
5862  300  600
5863  300  500
5864  400  500
5865  500  1000
5866  600  500
5867  500  1100
5868  1500  1000
5869  500  800
5870  600  900
5871  400  400
5872  700  900
5873  500  700
5874  500  900
5875  400  600
5876  500  700
5877  600  600
5878  500  600
5879  400  600
5880  400  600
5881  700  600
5882  600  700
5883  400  600
5884  500  700
5885  500  600
5886  400  800
5887  600  600
5888  500  700
5889  600  600
5890  400  2300
5891  500  600
5892  500  600
5893  400  800
5894  400  600
5895  600  700
5896  400  600
5897  500  900
5898  400  500
5899  300  500
5900  500  500
5901  300  400
5902  300  400
5903  400  600
5904  400  500
5905  300  700
5906  500  600
5907  500  500
5908  300  500
5909  400  900
5910  500  500
5911  400  1700
5912  600  900
5913  600  1000
5914  600  700
5915  600  800
5916  500  1400
5917  500  400
5918  400  1000
5919  400  900
5920  400  700
5921  400  1100
5922  500  500
5923  500  800
5924  400  1100
5925  500  1200
5926  600  1300
5927  500  1000
5928  700  3200
5929  600  1000
5930  700  1400
5931  600  900
5932  400  500
5933  400  1100
5934  600  800
5935  600  800
5936  900  800
5937  700  800
5938  500  600
5939  500  900
5940  500  900
5941  500  800
5942  600  600
5943  700  600
5944  300  600
5945  500  900
5946  600  800
5947  300  700
5948  400  1400
5949  600  1000
5950  600  700
5951  500  1100
5952  500  2000
5953  500  800
5954  600  400
5955  200  700
5956  300  500
5957  400  1000
5958  600  1000
5959  300  900
5960  600  500
5961  300  800
5962  700  1200
5963  700  1000
5964  500  1000
5965  400  1000
5966  400  1500
5967  500  900
5968  500  722200
5969  600  1700
5970  500  700
5971  500  1700
5972  700  1200
5973  300  800
5974  300  600
5975  400  1100
5976  400  500
5977  300  700
5978  500  600
5979  400  500
5980  300  800
5981  500  600
5982  400  1000
5983  400  500
5984  400  900
5985  300  600
5986  300  600
5987  500  400
5988  300  600
5989  400  600
5990  500  600
5991  600  600
5992  300  1000
5993  500  900
5994  600  1300
5995  500  300
5996  400  1000
5997  500  400
5998  200  600
5999  500  400
6000  200  400
6001  500  400
6002  200  500
6003  200  300
6004  300  800
6005  400  600
6006  400  400
6007  200  300
6008  300  500
6009  300  700
6010  500  800
6011  500  400
6012  400  500
6013  400  600
6014  500  1000
6015  500  500
6016  300  600
6017  400  500
6018  400  500
6019  600  900
6020  700  800
6021  700  800
6022  300  500
6023  300  500
6024  300  600
6025  500  500
6026  500  600
6027  300  600
6028  300  600
6029  500  800
6030  400  600
6031  300  500
6032  200  600
6033  800  600
6034  400  1200
6035  400  1000
6036  400  300
6037  300  800
6038  500  900
6039  600  1800
6040  800  1000
6041  600  900
6042  400  700
6043  400  800
6044  300  600
6045  400  700
6046  700  500
6047  300  500
6048  400  13900
6049  2600  1000
6050  600  800
6051  300  700
6052  400  600
6053  500  700
6054  500  500
6055  400  600
6056  400  600
6057  600  700
6058  300  800
6059  400  1200
6060  600  400
6061  300  600
6062  300  600
6063  500  400
6064  200  500
6065  400  500
6066  600  1600
6067  500  500
6068  500  900
6069  600  1600
6070  400  1000
6071  500  600
6072  400  900
6073  600  800
6074  400  600
6075  400  800
6076  500  1000
6077  400  700
6078  300  600
6079  700  900
6080  400  700
6081  400  900
6082  600  1300
6083  400  1200
6084  600  900
6085  300  500
6086  500  500
6087  500  900
6088  600  1100
6089  1000  1000
6090  400  1500
6091  700  600
6092  400  600
6093  300  1000
6094  400  1000
6095  700  800
6096  600  700
6097  500  12900
6098  400  800
6099  500  1000
6100  500  800
6101  400  700
6102  400  900
6103  300  900
6104  600  700
6105  600  600
6106  600  900
6107  400  900
6108  500  700
6109  400  600
6110  500  500
6111  300  500
6112  400  700
6113  600  700
6114  500  600
6115  400  400
6116  300  700
6117  200  500
6118  200  500
6119  200  400
6120  300  400
6121  300  400
6122  300  400
6123  200  600
6124  300  500
6125  400  500
